Season,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2008,Curt Smith,STL,LEVEL,21,11,45,47,11,7,4,0,0,6,10,0,0,11,1,1,0,1,0,0,0.24444444,sa455031
2009,Paul Cruz,STL,LEVEL,23,54,196,222,51,39,8,1,3,20,20,19,0,24,3,1,3,6,4,3,0.26020408,sa455032
2008,Blake Murphy,STL,LEVEL,23,21,62,77,13,10,1,0,2,5,7,10,0,22,4,1,0,0,0,0,0.20967742,sa455033
2009,Blake Murphy,STL,LEVEL,24,3,7,8,2,2,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0.28571429,sa455033
2009,Brent Wyatt,DET,LEVEL,24,126,475,577,115,83,23,6,3,87,53,67,2,71,23,5,7,7,23,9,0.24210526,sa455039
2010,Bobby Stone,ARI,LEVEL,20,32,120,126,20,14,4,0,2,5,7,5,0,44,0,1,0,1,0,0,0.16666667,sa455040
2011,Bobby Stone,ARI,LEVEL,21,27,83,97,16,9,6,0,1,7,10,12,0,24,0,2,0,1,0,0,0.19277108,sa455040
2012,Bobby Stone,ARI,LEVEL,22,24,90,96,13,5,6,0,2,8,14,5,1,33,0,1,0,0,0,0,0.14444444,sa455040
2009,Nelson Gomez,ARI,LEVEL,22,95,325,354,71,44,24,1,2,27,31,20,0,69,7,2,0,5,0,2,0.21846154,sa455041
2009,Brendan Duffy,ARI,LEVEL,24,54,201,241,62,50,7,5,0,37,15,25,0,42,12,1,2,0,17,8,0.30845771,sa455044
2013,Mike Gonzales,MIN,LEVEL,25,29,103,120,26,14,7,0,5,17,18,7,0,22,6,4,0,1,1,0,0.25242718,sa455046
2010,Mike Gonzales,MIN,LEVEL,22,94,326,370,77,37,27,0,13,47,52,36,0,107,6,2,0,7,0,0,0.23619632,sa455046
2011,Mike Gonzales,MIN,LEVEL,23,116,412,477,119,76,27,1,15,66,76,53,1,105,5,7,0,9,4,0,0.28883495,sa455046
2011,Steven Caseres,KCR,LEVEL,24,7,26,29,6,5,1,0,0,2,2,2,0,4,1,0,0,1,0,1,0.23076923,sa455047
2008,Brandon Douglas,DET,LEVEL,22,9,39,41,17,13,3,0,1,5,8,1,0,2,1,0,0,1,0,0,0.43589744,sa455065
2009,Brandon Douglas,DET,LEVEL,23,83,329,373,106,92,11,3,0,47,35,29,1,33,8,6,1,4,9,1,0.32218845,sa455065
2009,Mike McGuire,CLE,LEVEL,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa455071
2010,Allen Caldwell,KCR,LEVEL,22,23,74,87,13,8,5,0,0,9,8,10,0,16,1,2,0,1,0,3,0.17567568,sa455075
2010,Jake Kuebler,KCR,LEVEL,20,45,166,190,44,35,7,0,2,17,21,18,1,35,2,3,1,3,0,0,0.26506024,sa455078
2011,Jake Kuebler,KCR,LEVEL,21,92,339,379,71,45,17,2,7,35,30,38,0,91,1,0,1,8,5,3,0.20943953,sa455078
2009,Jason Morales,KCR,LEVEL,23,20,70,75,21,12,6,2,1,12,12,3,0,13,1,0,1,1,2,1,0.3,sa455085
2009,James Thompson,KCR,LEVEL,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa455091
2009,Ryan Peisel,COL,LEVEL,23,93,329,363,89,62,22,1,4,42,36,27,1,65,3,2,2,7,6,5,0.27051672,sa455105
2012,Rashun Dixon,OAK,LEVEL,21,77,261,319,62,41,8,1,12,53,38,49,0,102,5,4,0,3,8,6,0.23754789,sa455106
2010,Rashun Dixon,OAK,LEVEL,19,119,444,515,122,93,18,3,8,69,54,58,0,135,11,2,0,6,9,7,0.27477477,sa455106
2013,Rashun Dixon,OAK,LEVEL,22,11,36,45,10,6,0,0,4,11,7,9,0,8,0,0,0,0,3,0,0.27777778,sa455106
2010,Sean Conner,CIN,LEVEL,22,2,6,6,1,0,0,1,0,0,2,0,0,3,0,0,0,2,0,0,0.16666667,sa455107
2009,Evan Bigley,MIN,LEVEL,22,25,101,106,31,22,6,1,2,16,22,3,0,19,2,0,0,0,2,2,0.30693069,sa455109
2009,Addison Maruszak,NYY,LEVEL,22,64,217,260,57,50,4,1,2,29,20,32,1,44,6,4,1,6,6,1,0.26267281,sa455124
2009,Daniel Thomas,OAK,LEVEL,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa455126
2009,Mike Lyon,NYY,LEVEL,22,54,165,185,39,30,6,1,2,15,10,17,0,55,3,0,0,1,3,1,0.23636364,sa455130
2008,Jeff Nutt,NYY,LEVEL,23,8,12,13,4,3,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0.33333333,sa455132
2009,Michael Moras,NYM,LEVEL,23,8,26,30,8,8,0,0,0,3,1,3,0,3,0,1,0,0,0,1,0.30769231,sa455152
2010,Michael Moras,NYM,LEVEL,24,2,9,11,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,sa455152
2009,Chris Curran,WSN,LEVEL,21,122,423,464,90,72,11,5,2,49,32,25,1,104,8,1,7,5,19,8,0.21276596,sa455157
2011,Chris Curran,WSN,LEVEL,23,34,101,113,26,19,4,1,2,15,12,9,0,25,0,2,1,2,8,3,0.25742574,sa455157
2012,Chris Curran,WSN,LEVEL,24,5,12,15,4,3,0,1,0,3,1,2,0,1,0,0,1,0,0,0,0.33333333,sa455157
2009,Ryan Royster,SEA,LEVEL,23,8,27,30,9,4,3,0,2,5,7,3,0,8,0,0,0,0,2,2,0.33333333,sa455161
2010,Ryan Royster,SEA,LEVEL,24,10,21,25,5,3,1,1,0,5,3,4,0,6,0,0,0,0,0,1,0.23809524,sa455161
2009,Andrew Means,CIN,LEVEL,22,53,187,212,49,35,11,1,2,27,10,9,0,42,8,0,8,1,19,0,0.26203209,sa455165
2010,Andrew Means,CIN,LEVEL,23,74,312,333,79,65,11,1,2,33,22,10,0,74,6,2,3,2,21,4,0.25320513,sa455165
2009,David Macias,CHC,LEVEL,23,92,312,358,76,62,12,1,1,44,29,31,0,50,5,2,8,6,4,5,0.24358974,sa455167
2011,David Macias,CHC,LEVEL,25,6,26,28,7,6,1,0,0,3,1,1,0,2,1,0,0,1,0,0,0.26923077,sa455167
2008,Lonnie Lechelt,FLA,LEVEL,22,6,25,25,5,5,0,0,0,0,2,0,0,14,0,0,0,0,1,0,0.2,sa455173
2010,Chris Hopkins,TOR,LEVEL,22,50,138,162,37,31,6,0,0,20,13,20,0,22,1,1,2,2,15,4,0.26811594,sa455174
2009,Rolando Gomez,LAA,LEVEL,20,5,18,20,2,1,1,0,0,1,1,1,0,4,0,1,0,1,0,0,0.11111111,sa455176
2011,Rolando Gomez,LAA,LEVEL,22,89,345,378,90,62,16,8,4,42,37,22,0,91,3,5,3,4,15,5,0.26086957,sa455176
2009,Tyler Conn,DET,LEVEL,23,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sa455180
2009,Calvin Anderson,PIT,LEVEL,22,101,372,423,102,67,18,5,12,50,64,33,0,110,11,5,2,9,1,1,0.27419355,sa455189
2009,Brandon Turner,FLA,LEVEL,22,41,132,158,37,31,4,0,2,17,16,23,0,22,2,0,1,3,0,1,0.28030303,sa455190
2009,Jeff Flagg,NYM,LEVEL,23,7,23,27,4,2,2,0,0,1,3,4,0,12,0,0,0,1,1,0,0.17391304,sa455192
2010,Jeff Flagg,NYM,LEVEL,24,27,105,118,17,12,2,2,1,8,6,11,0,40,1,1,0,2,0,0,0.16190476,sa455192
2009,Jeff Hulett,HOU,LEVEL,21,32,108,122,28,24,2,2,0,7,15,9,0,31,3,2,0,1,1,0,0.25925926,sa455195
2013,Michael Swinson,STL,LEVEL,23,40,135,157,28,21,4,3,0,17,13,17,0,39,1,1,3,5,8,0,0.20740741,sa455197
2010,Michael Swinson,STL,LEVEL,20,49,171,195,38,26,5,4,3,27,22,19,0,41,3,0,1,4,6,3,0.22222222,sa455197
2011,Michael Swinson,STL,LEVEL,21,93,331,394,82,61,17,2,2,46,26,58,1,59,1,3,1,6,9,8,0.24773414,sa455197
2009,Nate Hanson,MIN,LEVEL,22,106,360,411,91,64,21,3,3,47,30,31,0,65,8,5,7,9,6,3,0.25277778,sa455200
2010,Austin Yount,LAD,LEVEL,23,24,76,83,9,7,1,1,0,7,3,5,1,12,2,0,0,3,1,0,0.11842105,sa455201
2008,Braulio Pardo,LAA,LEVEL,21,16,43,49,6,5,1,0,0,3,5,2,0,10,1,0,2,2,0,1,0.13953488,sa455206
2011,Braulio Pardo,LAA,LEVEL,24,7,19,23,3,3,0,0,0,3,0,3,0,6,0,0,1,1,0,0,0.15789474,sa455206
2009,Jake Shaffer,SEA,LEVEL,21,97,355,381,101,69,23,2,7,46,45,17,0,63,1,1,7,4,7,6,0.28450704,sa455231
2009,Ben Billingsley,SEA,LEVEL,22,5,14,15,2,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0.14285714,sa455232
2009,Jeremy Beckham,TBR,LEVEL,23,70,186,224,42,33,6,2,1,23,9,23,0,43,12,0,3,5,9,5,0.22580645,sa455236
2008,Chris Shehan,ATL,LEVEL,21,4,14,16,5,3,1,1,0,2,5,0,0,1,2,0,0,0,3,0,0.35714286,sa455237
2009,Chris Shehan,ATL,LEVEL,22,66,214,238,53,40,9,2,2,32,19,17,0,53,3,3,1,4,6,3,0.24766355,sa455237
2009,Henry Contreras,SEA,LEVEL,23,4,12,15,2,0,2,0,0,0,2,2,0,1,1,0,0,1,0,0,0.16666667,sa455238
2010,Henry Contreras,SEA,LEVEL,24,33,108,131,36,26,8,0,2,25,17,16,0,24,5,2,0,0,0,0,0.33333333,sa455238
2009,Tommy Johnson,SEA,LEVEL,23,5,18,20,3,3,0,0,0,2,0,2,0,8,0,0,0,0,0,0,0.16666667,sa455239
2009,Steven Blevins,MIN,LEVEL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa455241
2009,Patrick Rose,COL,LEVEL,23,52,173,197,42,33,8,0,1,28,14,16,0,52,2,0,6,2,5,3,0.24277457,sa455246
2009,Daniel Pertusati,FLA,LEVEL,19,123,446,492,112,83,22,3,4,59,38,34,0,77,8,0,4,9,9,6,0.25112108,sa455260
2009,Ed Koncel,TEX,LEVEL,20,20,65,71,9,3,5,0,1,5,4,3,0,26,1,1,1,1,1,0,0.13846154,sa455262
2010,Ed Koncel,TEX,LEVEL,21,86,264,306,47,21,14,3,9,37,37,38,0,106,4,0,0,3,6,2,0.1780303,sa455262
2010,Travis Adair,TEX,LEVEL,22,83,320,353,102,82,15,3,2,44,23,24,0,44,3,2,4,4,13,5,0.31875,sa455263
2008,Ollie Linton,ARI,LEVEL,22,34,137,162,38,35,2,1,0,25,10,19,0,32,4,0,2,0,6,4,0.27737226,sa455265
2011,Ben Orloff,HOU,LEVEL,24,96,327,376,93,72,15,4,2,51,31,27,0,26,13,3,6,10,12,6,0.28440367,sa455266
2009,Clay Calfee,LAD,LEVEL,23,11,40,44,5,4,1,0,0,3,3,4,1,21,0,0,0,0,0,0,0.125,sa455272
2010,Jake Hanson,ATL,LEVEL,20,85,279,308,58,37,15,3,3,27,28,19,0,111,6,2,2,1,9,4,0.2078853,sa455274
2009,Tyler Massey,COL,LEVEL,19,110,404,436,89,70,12,5,2,31,38,23,1,100,1,5,3,12,8,9,0.22029703,sa455277
2010,Tyler Massey,COL,LEVEL,20,100,354,388,74,50,15,6,3,31,26,25,2,90,5,1,2,9,6,7,0.20903955,sa455277
2011,Tyler Massey,COL,LEVEL,21,20,65,71,13,8,5,0,0,8,10,4,0,19,1,0,1,0,3,0,0.2,sa455277
2012,Tyler Massey,COL,LEVEL,22,104,394,437,115,81,21,3,10,72,71,35,0,77,2,3,3,8,22,7,0.29187817,sa455277
2009,Robert Lara,SDP,LEVEL,22,58,201,227,44,30,11,1,2,22,28,20,1,52,2,4,0,11,1,2,0.21890547,sa455283
2009,Dwayne Bailey,LAA,LEVEL,22,59,155,187,34,27,6,1,0,18,12,25,0,48,2,1,4,5,9,0,0.21935484,sa455286
2010,Dwayne Bailey,LAA,LEVEL,23,23,46,53,6,5,1,0,0,6,3,5,0,17,0,0,2,2,2,1,0.13043478,sa455286
2009,Nick Schumacher,SDP,LEVEL,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa455289
2008,Keith Stein,DET,LEVEL,22,13,43,51,4,3,0,0,1,3,6,6,0,12,1,1,0,1,0,0,0.09302326,sa455291
2009,Matthew Gaski,NYM,LEVEL,23,10,36,39,14,12,2,0,0,7,3,2,0,5,0,0,1,1,1,0,0.38888889,sa455292
2009,Colin Lynch,SDP,LEVEL,23,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,sa455296
2011,Nino Leyja,OAK,LEVEL,20,113,421,477,99,68,20,5,6,72,35,47,1,118,6,1,2,12,28,5,0.23515439,sa455298
2009,Nino Leyja,OAK,LEVEL,18,33,121,135,28,20,4,2,2,18,5,13,0,33,0,0,1,3,7,2,0.23140496,sa455298
2010,Nino Leyja,OAK,LEVEL,19,37,125,136,28,26,2,0,0,13,11,8,0,38,0,0,2,3,4,2,0.224,sa455298
2012,Brandon Meredith,HOU,LEVEL,22,86,316,370,88,50,19,4,15,54,48,43,0,86,8,2,1,10,12,3,0.27848101,sa455305
2013,Eric Pfisterer,ATL,LEVEL,23,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sa455307
2009,Tyler Kuhn,CHW,LEVEL,22,58,221,242,66,53,10,3,0,27,27,18,0,30,1,1,1,1,19,4,0.29864253,sa455308
2010,J.P. Ramirez,WSN,LEVEL,20,132,506,551,150,98,32,4,16,74,75,25,4,83,13,7,0,11,3,6,0.29644269,sa455310
2012,J.P. Ramirez,WSN,LEVEL,22,35,130,143,37,28,7,0,2,15,16,6,0,22,5,2,0,1,4,2,0.28461538,sa455310
2009,Layton Hiller,ATL,LEVEL,21,7,18,21,2,2,0,0,0,0,0,0,0,10,2,0,1,0,0,0,0.11111111,sa455311
2010,Wes Freeman,PIT,LEVEL,20,24,84,94,13,7,5,1,0,3,6,6,0,44,2,2,0,0,1,4,0.1547619,sa455318
2011,Wes Freeman,PIT,LEVEL,21,5,20,22,5,4,1,0,0,3,0,1,0,3,1,0,0,0,1,0,0.25,sa455318
2012,Wes Freeman,PIT,LEVEL,22,1,2,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,sa455318
2009,Ryan Keedy,FLA,LEVEL,23,47,168,185,51,30,12,1,8,30,40,14,1,28,1,1,1,6,3,0,0.30357143,sa455327
2010,Ryan Keedy,FLA,LEVEL,24,21,78,89,17,14,1,0,2,9,8,7,0,14,3,1,0,0,0,1,0.21794872,sa455327
2009,Drew Garcia,CHW,LEVEL,23,112,458,499,123,91,23,3,6,58,62,21,1,78,7,6,7,9,5,5,0.26855895,sa455332
2010,Adam Frost,KCR,LEVEL,23,25,89,99,23,14,6,2,1,8,15,6,0,20,1,1,2,2,7,1,0.25842697,sa455334
2009,Mike Gosse,DET,LEVEL,23,43,167,180,44,32,11,0,1,19,28,8,0,18,3,2,0,6,0,0,0.26347305,sa455335
2010,Mike Gosse,DET,LEVEL,24,37,137,151,31,19,9,3,0,13,13,11,0,17,1,0,2,4,1,0,0.22627737,sa455335
2009,Billy Nowlin,DET,LEVEL,22,112,418,480,130,86,29,2,13,69,77,37,3,67,20,5,0,10,2,0,0.31100478,sa455337
2011,Billy Nowlin,DET,LEVEL,24,46,152,174,37,27,4,0,6,21,17,14,0,33,5,2,0,5,0,1,0.24342105,sa455337
2009,Bryan Pounds,DET,LEVEL,23,97,341,417,97,65,27,2,3,55,60,57,0,87,12,6,1,7,2,2,0.28445748,sa455338
2009,Ryan Lormand,SFG,LEVEL,23,17,52,57,15,13,2,0,0,7,5,3,0,12,0,1,1,0,7,0,0.28846154,sa455340
2009,Beau Brooks,LAA,LEVEL,21,97,322,399,80,55,17,3,5,63,47,67,2,86,3,5,2,5,5,1,0.2484472,sa455344
2009,Matthew Crawford,LAA,LEVEL,23,126,474,533,135,111,18,4,2,57,53,40,2,76,5,2,12,3,24,16,0.28481013,sa455345
2010,Jarek Cunningham,PIT,LEVEL,20,121,488,533,126,70,37,7,12,72,49,30,0,132,8,5,2,4,11,7,0.25819672,sa455364
2010,Carlo Testa,KCR,LEVEL,23,128,461,535,127,77,24,14,12,83,50,60,1,125,7,4,3,4,28,9,0.27548807,sa455365
2008,Thomas Di Benedetto,BOS,LEVEL,22,14,43,50,11,10,1,0,0,7,4,6,0,11,1,0,0,3,0,0,0.25581395,sa455399
2009,Thomas Di Benedetto,BOS,LEVEL,23,4,13,15,4,2,2,0,0,2,1,1,0,3,0,1,0,0,0,0,0.30769231,sa455399
2009,Zach Gentile,BOS,LEVEL,22,88,306,351,86,72,11,2,1,45,27,36,0,45,4,1,4,1,7,6,0.28104575,sa455401
2010,Zach Gentile,BOS,LEVEL,23,98,330,389,77,62,13,2,0,40,25,47,1,37,1,5,6,8,5,2,0.23333333,sa455401
2011,Cole White,PIT,LEVEL,26,35,132,147,38,23,9,1,5,16,23,12,0,39,1,2,0,1,3,2,0.28787879,sa455403
2009,Brian Conley,BAL,LEVEL,23,29,64,82,10,8,1,0,1,12,7,16,0,18,0,0,2,0,1,0,0.15625,sa455405
2010,Brian Conley,BAL,LEVEL,24,98,337,414,91,64,16,5,6,52,29,70,0,70,1,4,2,2,20,3,0.27002967,sa455405
2011,Brian Conley,BAL,LEVEL,25,4,8,14,2,1,1,0,0,1,2,6,0,1,0,0,0,0,1,1,0.25,sa455405
2009,Frank Pfister,CIN,LEVEL,22,32,112,118,24,18,6,0,0,7,11,5,0,21,1,0,0,4,0,0,0.21428571,sa455407
2010,Frank Pfister,CIN,LEVEL,23,119,440,471,117,82,26,1,8,41,50,11,1,68,12,3,5,11,5,4,0.26590909,sa455407
2011,Frank Pfister,CIN,LEVEL,24,48,146,160,28,25,1,0,2,15,14,7,0,26,2,4,1,4,2,0,0.19178082,sa455407
2009,Andy Simunic,HOU,LEVEL,23,55,167,203,48,45,3,0,0,27,6,29,0,26,4,0,3,3,8,4,0.28742515,sa455409
2010,Andy Simunic,HOU,LEVEL,24,39,114,134,28,23,4,0,1,23,10,18,0,21,1,0,1,1,11,1,0.24561404,sa455409
2009,Shawn Griffin,KCR,LEVEL,22,53,186,203,53,36,13,1,3,19,26,14,0,52,1,2,0,2,1,6,0.28494624,sa455410
2014,Mark Pope,LAD,LEVEL,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sa455411
2012,Harold Martinez,PHI,LEVEL,22,47,164,182,43,31,11,1,0,14,17,14,0,32,3,1,0,2,1,0,0.26219512,sa455422
2012,Brian Humphries,COL,LEVEL,22,115,436,488,125,90,27,6,2,79,55,36,0,70,1,7,8,4,9,6,0.28669725,sa455430
2009,Ronnie Welty,BAL,LEVEL,21,121,431,491,125,89,24,2,10,60,67,46,3,120,12,2,0,8,13,5,0.2900232,sa455432
2009,Tyler Stovall,CIN,LEVEL,23,18,61,65,10,8,1,0,1,7,4,4,0,20,0,0,0,0,1,0,0.16393443,sa455433
2008,Justin Greene,CHW,LEVEL,22,7,28,30,7,5,1,1,0,6,1,0,0,4,1,1,0,1,1,0,0.25,sa455434
2009,Justin Greene,CHW,LEVEL,23,81,284,338,86,63,13,3,7,56,24,30,0,66,14,2,8,3,16,7,0.3028169,sa455434
2011,Theo Bowe,CIN,LEVEL,20,85,266,305,65,52,7,5,1,45,24,31,1,62,3,2,3,1,20,9,0.2443609,sa455442
2012,Theo Bowe,CIN,LEVEL,21,24,86,100,16,13,1,2,0,8,2,12,0,19,0,0,2,1,12,1,0.18604651,sa455442
2008,Lee Fischer,CHW,LEVEL,21,4,11,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,sa455448
2009,Lee Fischer,CHW,LEVEL,22,20,51,62,11,8,3,0,0,10,4,6,0,15,3,0,2,2,1,0,0.21568627,sa455448
2013,Patrick Palmeiro,CHW,LEVEL,23,40,147,159,28,18,9,0,1,17,15,7,0,44,3,1,1,4,1,0,0.19047619,sa455450
2013,Carter Bell,ARI,LEVEL,23,60,206,227,48,31,12,2,3,21,17,15,0,32,3,3,0,8,0,1,0.23300971,sa455451
2014,Carter Bell,ARI,LEVEL,24,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.25,sa455451
2009,Jose Vargas,CHW,LEVEL,21,31,110,116,21,13,5,0,3,8,12,2,0,32,1,1,2,0,0,0,0.19090909,sa455452
2010,Jose Vargas,CHW,LEVEL,22,98,343,372,87,56,20,2,9,40,43,22,0,90,4,2,1,14,2,0,0.25364431,sa455452
2012,Zack MacPhee,CLE,LEVEL,22,75,239,281,53,42,6,3,2,27,26,33,1,49,2,2,5,6,2,6,0.22175732,sa455455
2013,Zack MacPhee,CLE,LEVEL,23,38,129,154,27,22,5,0,0,12,7,19,0,24,4,1,1,3,5,3,0.20930233,sa455455
2011,Marcus Knecht,TOR,LEVEL,21,121,439,528,120,67,34,3,16,77,86,67,3,124,12,10,0,4,4,3,0.27334852,sa455466
2011,Kevin Fontanez,CLE,LEVEL,21,33,112,125,22,17,4,0,1,10,9,8,0,22,2,1,2,1,0,0,0.19642857,sa455476
2009,Robert Taylor,FLA,LEVEL,23,22,66,75,14,10,2,0,2,11,12,6,1,22,2,1,0,0,1,0,0.21212121,sa455484
2009,Steve Smith,CLE,LEVEL,23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sa455491
2008,Jorge Castillo,CHW,LEVEL,21,16,66,71,26,22,4,0,0,6,14,2,0,6,1,2,0,3,0,0,0.39393939,sa455497
2009,Jorge Castillo,CHW,LEVEL,22,53,194,209,47,34,9,0,4,19,27,10,1,20,0,5,0,6,0,0,0.24226804,sa455497
2010,Jorge Castillo,CHW,LEVEL,23,12,45,47,11,9,2,0,0,2,3,0,0,6,0,1,1,2,1,0,0.24444444,sa455497
2009,Adan Severino,MIN,LEVEL,22,45,111,131,19,13,5,1,0,19,4,13,0,33,0,0,7,1,4,6,0.17117117,sa455499
2009,Calvin Culver,ATL,LEVEL,20,86,316,346,71,47,20,0,4,28,29,22,1,62,4,3,1,8,2,5,0.22468354,sa455501
2011,Moises Montero,CLE,LEVEL,21,31,109,116,21,10,8,0,3,10,11,5,0,26,1,1,0,3,0,0,0.19266055,sa455505
2009,Garrison Lassiter,NYY,LEVEL,19,74,265,297,69,54,12,1,2,25,29,22,0,74,6,1,3,5,3,0,0.26037736,sa455519
2010,Garrison Lassiter,NYY,LEVEL,20,27,88,103,9,8,1,0,0,2,4,14,0,36,0,1,0,1,1,1,0.10227273,sa455519
2011,Garrison Lassiter,NYY,LEVEL,21,64,212,245,58,46,10,1,1,19,23,26,0,64,2,2,3,5,2,1,0.27358491,sa455519
2009,Brandon Short,CHW,LEVEL,20,97,345,390,98,69,19,3,7,56,55,27,0,78,5,3,10,3,12,1,0.28405797,sa455526
2012,Matthew Marquis,BOS,LEVEL,22,37,115,131,27,19,6,1,1,14,10,12,0,40,4,0,0,1,0,1,0.23478261,sa455535
2012,Sean Buckley,CIN,LEVEL,22,116,426,469,104,61,28,1,14,46,68,33,1,139,7,3,0,5,1,2,0.24413146,sa455548
2014,Sean Buckley,CIN,LEVEL,24,24,92,100,17,10,5,0,2,11,16,5,0,29,2,1,0,1,5,1,0.18478261,sa455548
2012,Jacob Rogers,CHC,LEVEL,22,16,50,69,15,13,0,0,2,13,10,19,0,14,0,0,0,0,1,1,0.3,sa455553
2014,Jacob Rogers,CHC,LEVEL,24,129,447,518,120,75,27,2,16,76,67,64,0,116,3,4,0,9,2,1,0.26845638,sa455553
2010,Vladimir Frias,BOS,LEVEL,23,91,313,339,63,46,11,2,4,35,29,15,0,61,5,2,4,11,19,5,0.20127796,sa455557
2009,Vladimir Frias,SFG,LEVEL,22,72,252,278,62,50,6,6,0,36,20,15,0,39,7,1,3,5,15,3,0.24603175,sa455557
2010,Juan Carlos Sulbaran,CIN,LEVEL,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa455559
2012,Ben McMahan,MIL,LEVEL,22,109,414,449,119,72,21,11,15,64,68,29,2,129,2,3,1,2,9,5,0.28743961,sa455566
2009,Ricardo Bonfante,HOU,LEVEL,20,24,69,82,10,8,1,1,0,8,6,9,0,10,0,1,3,1,5,2,0.14492754,sa455592
2009,Kody Hinze,HOU,LEVEL,21,27,80,90,14,7,3,0,4,14,14,9,0,28,1,0,0,3,0,0,0.175,sa455593
2010,Kody Hinze,HOU,LEVEL,22,124,458,536,127,79,29,0,19,69,97,69,2,128,6,3,0,6,1,4,0.27729258,sa455593
2010,Renzo Tello,HOU,LEVEL,23,34,123,131,30,18,11,0,1,13,15,2,0,32,3,2,1,3,1,2,0.24390244,sa455595
2009,Yoel Campusano,ATL,LEVEL,22,103,382,421,110,86,15,4,5,55,35,28,0,52,6,4,1,13,13,5,0.28795812,sa455599
2009,L.V. Ware,ATL,LEVEL,22,17,46,54,6,4,0,1,1,5,5,2,0,14,1,0,2,1,3,1,0.13043478,sa455600
2010,L.V. Ware,ATL,LEVEL,23,38,126,147,28,22,4,1,1,20,11,8,0,27,6,1,6,1,16,4,0.22222222,sa455600
2009,Jarred Bogany,STL,LEVEL,22,75,253,288,62,48,7,5,2,31,26,28,0,78,1,2,4,5,16,7,0.24505929,sa455601
2010,Ramon Castillo,ARI,LEVEL,21,65,241,273,75,44,24,0,7,30,44,17,0,35,11,4,0,5,2,1,0.31120332,sa455603
2011,Ramon Castillo,ARI,LEVEL,22,69,224,242,44,24,11,2,7,21,32,11,0,58,6,1,0,5,5,2,0.19642857,sa455603
2011,Roberto Rodriguez,ARI,LEVEL,22,100,332,366,72,53,14,3,2,30,21,21,0,79,5,3,5,4,6,7,0.21686747,sa455605
2009,Isaias Asencio,ARI,LEVEL,21,99,332,369,70,40,22,3,5,31,32,17,1,101,9,3,4,6,6,3,0.21084337,sa455606
2009,Alberto Diaz,ARI,LEVEL,20,119,436,473,101,78,15,0,8,43,44,28,3,109,7,1,0,15,3,1,0.23165138,sa455608
2010,Alberto Diaz,ARI,LEVEL,21,75,275,293,62,47,12,1,2,23,28,10,0,71,3,5,0,11,2,4,0.22545455,sa455608
2009,Jordan Lennerton,DET,LEVEL,23,119,433,505,122,80,30,0,12,56,71,64,7,127,1,7,0,12,1,2,0.2817552,sa455610
2010,Jordan Lennerton,DET,LEVEL,24,59,214,249,62,44,15,0,3,21,23,31,0,65,3,1,0,7,0,0,0.28971963,sa455610
2009,Rossmel Perez,ARI,LEVEL,19,97,353,395,96,80,16,0,0,29,35,30,0,31,9,2,1,16,1,0,0.27195467,sa455612
2010,Pedro Zapata,NYM,LEVEL,22,84,365,400,105,81,15,7,2,53,45,29,0,88,2,1,3,5,27,6,0.28767123,sa455618
2009,Buck Britton,BAL,LEVEL,23,3,11,11,5,3,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0.45454545,sa455619
2010,Diogenes Luis,TBR,LEVEL,23,39,106,125,19,18,1,0,0,12,3,9,0,34,3,0,7,1,3,5,0.17924528,sa455622
2010,Ronald Bermudez,BOS,LEVEL,22,95,363,403,102,61,28,3,10,55,54,30,0,81,6,4,0,14,4,3,0.28099174,sa455626
2012,Eliezer Mesa,OAK,LEVEL,23,70,262,281,77,58,11,4,4,36,33,11,0,48,3,3,2,7,20,4,0.29389313,sa455629
2010,Eliezer Mesa,COL,LEVEL,21,117,483,529,146,102,33,9,2,83,42,39,0,91,2,0,5,4,29,11,0.30227743,sa455629
