"","season","name","team","age","w","l","g","gs","sv","bs","ip","babip","h","r","er","hr","bb","so","fip","war","player_id","year_in_mlb","sum_yrs"
"1083",1975,"Dock Ellis","PIT",30,8,9,27,24,0,NA,140,0.31,163,69,59,9,43,69,3.42,1.9,1003747,8,55
"1084",1976,"Dock Ellis","NYY",31,17,8,32,32,0,NA,211.2,0.249,195,83,75,14,76,65,4.01,1.2,1003747,9,55
"1085",1977,"Dock Ellis","- - -",32,12,12,33,32,1,NA,213,0.271,211,102,86,19,64,106,3.82,3.1,1003747,10,55
"1086",1957,"Don Cardwell","PHI",21,4,8,30,19,1,NA,128.1,0.273,122,71,70,17,42,92,3.82,1.4,1001941,1,15
"1087",1958,"Don Cardwell","PHI",22,3,6,16,14,0,NA,107.2,0.259,99,55,54,16,37,77,4.06,1.1,1001941,2,15
"1088",1959,"Don Cardwell","PHI",23,9,10,25,22,0,NA,153,0.25,135,77,69,22,65,106,4.38,0.9,1001941,3,15
"1089",1960,"Don Cardwell","- - -",24,9,16,36,30,0,NA,205.1,0.278,194,115,100,23,79,150,3.76,2.3,1001941,4,15
"1090",1961,"Don Cardwell","CHC",25,15,14,39,38,0,NA,259.1,0.266,243,121,110,22,88,156,3.61,4.3,1001941,5,15
"1091",1956,"Don Drysdale","BRO",19,5,5,25,12,0,NA,99,0.273,95,35,29,9,31,55,3.47,1.7,1003516,1,15
"1092",1957,"Don Drysdale","BRO",20,17,9,34,29,0,NA,221,0.265,197,76,66,17,61,148,3.04,5.1,1003516,2,15
"1093",1958,"Don Drysdale","LAD",21,12,13,44,29,0,NA,211.2,0.286,214,107,98,21,72,131,3.75,3.3,1003516,3,15
"1094",1959,"Don Drysdale","LAD",22,17,13,44,36,2,NA,270.2,0.277,237,113,104,26,93,242,3.23,5.8,1003516,4,15
"1095",1960,"Don Drysdale","LAD",23,15,14,41,36,2,NA,269,0.257,214,93,85,27,72,246,2.92,6.2,1003516,5,15
"1096",1961,"Don Drysdale","LAD",24,13,10,40,37,0,NA,244,0.282,236,111,100,29,83,182,3.89,3.5,1003516,6,55
"1097",1962,"Don Drysdale","LAD",25,25,9,43,41,1,NA,314.1,0.265,272,122,99,21,78,232,2.86,6.5,1003516,7,55
"1098",1963,"Don Drysdale","LAD",26,19,17,42,42,0,NA,315.1,0.284,287,114,92,25,57,251,2.56,5.8,1003516,8,55
"1099",1964,"Don Drysdale","LAD",27,18,16,40,40,0,NA,321.1,0.243,242,91,78,15,68,237,2.46,6.9,1003516,9,55
"1100",1965,"Don Drysdale","LAD",28,23,12,44,42,1,NA,308.1,0.254,270,113,95,30,66,210,3.18,3.4,1003516,10,55
"1101",1953,"Don Larsen","SLB",23,7,12,38,22,2,NA,192.2,0.291,201,99,89,11,64,96,3.4,3.9,1007359,1,15
"1102",1954,"Don Larsen","BAL",24,3,21,29,28,0,NA,201.2,0.277,213,106,98,18,89,80,4.1,0.9,1007359,2,15
"1103",1955,"Don Larsen","NYY",25,9,2,19,13,2,NA,97,0.238,81,38,33,8,51,44,4.17,0.5,1007359,3,15
"1104",1956,"Don Larsen","NYY",26,11,5,38,20,1,NA,179.2,0.215,133,72,65,19,96,107,4.27,1,1007359,4,15
"1105",1957,"Don Larsen","NYY",27,10,4,27,20,0,NA,139.2,0.238,113,68,58,12,87,81,4.28,0.5,1007359,5,15
"1106",1949,"Don Newcombe","BRO",23,17,8,38,31,1,NA,244.1,0.27,223,89,86,17,73,149,3.13,5.6,1009529,1,15
"1107",1950,"Don Newcombe","BRO",24,19,11,40,35,3,NA,267.1,0.271,258,120,110,22,75,130,3.55,5.4,1009529,2,15
"1108",1951,"Don Newcombe","BRO",25,20,9,40,36,0,NA,272,0.256,235,115,99,19,91,164,3.25,5.8,1009529,3,15
"1109",1954,"Don Newcombe","BRO",28,9,8,29,25,0,NA,144.1,0.279,158,81,73,24,49,82,4.55,1,1009529,4,15
"1110",1955,"Don Newcombe","BRO",29,20,5,34,31,0,NA,233.2,0.258,222,103,83,35,38,143,3.59,4.6,1009529,5,15
"1111",1956,"Don Newcombe","BRO",30,27,7,38,36,0,NA,268,0.224,219,101,91,33,46,139,3.48,5,1009529,6,55
"1112",1957,"Don Newcombe","BRO",31,11,12,28,28,0,NA,198.2,0.258,199,86,77,28,33,90,3.9,2.6,1009529,7,55
"1113",1958,"Don Newcombe","- - -",32,7,13,31,26,1,NA,167.2,0.303,212,98,87,31,36,69,4.72,0.9,1009529,8,55
"1114",1959,"Don Newcombe","CIN",33,13,8,30,29,1,NA,222,0.257,216,87,78,25,27,100,3.54,3.9,1009529,9,55
"1115",1960,"Don Newcombe","- - -",34,6,9,36,17,1,NA,136.2,0.301,160,76,68,18,22,63,3.87,1.2,1009529,10,55
"1116",1966,"Don Sutton","LAD",21,12,12,37,35,0,NA,225.2,0.273,192,82,75,19,52,209,2.53,4.7,1012745,1,15
"1117",1967,"Don Sutton","LAD",22,11,15,37,34,1,NA,232.2,0.288,223,106,102,18,57,169,2.9,3,1012745,2,15
"1118",1968,"Don Sutton","LAD",23,11,15,35,27,1,NA,207.2,0.28,179,64,60,6,59,162,2.08,4,1012745,3,15
"1119",1969,"Don Sutton","LAD",24,17,18,41,41,0,NA,293.1,0.274,269,123,113,25,91,217,3.1,3.9,1012745,4,15
"1120",1970,"Don Sutton","LAD",25,15,13,38,38,0,NA,260.1,0.272,251,127,118,38,78,201,4.01,1.9,1012745,5,15
"1121",1971,"Don Sutton","LAD",26,17,12,38,37,1,NA,265.1,0.278,231,85,75,10,55,194,2.16,7.1,1012745,6,55
"1122",1972,"Don Sutton","LAD",27,19,9,33,33,0,NA,272.2,0.224,186,78,63,13,63,207,2.24,6.8,1012745,7,55
"1123",1973,"Don Sutton","LAD",28,18,10,33,33,0,NA,256.1,0.245,196,78,69,18,56,200,2.63,6,1012745,8,55
"1124",1974,"Don Sutton","LAD",29,19,9,40,40,0,NA,276,0.253,241,111,99,23,80,179,3.3,4.3,1012745,9,55
"1125",1975,"Don Sutton","LAD",30,16,13,35,35,0,NA,254,0.239,202,87,81,17,62,175,2.85,5.4,1012745,10,55
"1126",1976,"Don Sutton","LAD",31,21,10,35,34,0,NA,267.2,0.253,231,98,91,22,82,161,3.45,3.3,1012745,11,120
"1127",1977,"Don Sutton","LAD",32,14,8,33,33,0,NA,240.1,0.251,207,93,85,23,69,150,3.63,3.8,1012745,12,120
"1128",1978,"Don Sutton","LAD",33,15,11,34,34,0,NA,238.1,0.266,228,109,94,29,54,154,3.62,2.7,1012745,13,120
"1129",1979,"Don Sutton","LAD",34,12,15,33,32,1,NA,226,0.258,201,109,96,21,61,146,3.47,3.7,1012745,14,120
"1130",1980,"Don Sutton","LAD",35,13,5,32,31,1,NA,212.1,0.225,163,56,52,20,47,128,3.46,3,1012745,15,120
"1131",1981,"Don Sutton","HOU",36,11,9,23,23,0,NA,158.2,0.26,132,51,46,6,29,104,2.35,3.9,1012745,16,210
"1132",1982,"Don Sutton","- - -",37,17,9,34,34,0,NA,249.2,0.273,224,96,85,18,64,175,3.03,4.6,1012745,17,210
"1133",1983,"Don Sutton","MIL",38,8,13,31,31,0,NA,220.1,0.264,209,109,100,21,54,134,3.58,3.4,1012745,18,210
"1134",1984,"Don Sutton","MIL",39,14,12,33,33,0,NA,212.2,0.289,224,103,89,24,51,143,3.65,3.3,1012745,19,210
"1135",1985,"Don Sutton","- - -",40,15,10,34,34,0,NA,226,0.261,221,101,97,25,59,107,3.96,3,1012745,20,210
"1136",1992,"Donovan Osborne","STL",23,11,9,34,29,0,NA,179,0.3,193,91,75,14,38,104,3.31,2.5,299,1,15
"1137",1993,"Donovan Osborne","STL",24,10,7,26,26,0,NA,155.2,0.269,153,73,65,18,47,83,4.47,1.1,299,2,15
"1138",1995,"Donovan Osborne","STL",26,4,6,19,19,0,NA,113.1,0.278,112,58,48,17,34,82,4.56,0.9,299,3,15
"1139",1996,"Donovan Osborne","STL",27,13,9,30,30,0,NA,198.2,0.278,191,87,78,22,57,134,4.14,2.8,299,4,15
"1140",1997,"Donovan Osborne","STL",28,3,7,14,14,0,NA,80.1,0.294,84,46,44,10,23,51,4.35,0.9,299,5,15
"1141",2003,"Dontrelle Willis","FLA",21,14,6,27,27,0,0,160.2,0.299,148,61,59,13,58,142,3.45,3.4,1703,1,15
"1142",2004,"Dontrelle Willis","FLA",22,10,11,32,32,0,0,197,0.306,210,99,88,20,61,139,4.01,3.1,1703,2,15
"1143",2005,"Dontrelle Willis","FLA",23,22,10,34,34,0,0,236.1,0.282,213,79,69,11,55,170,2.99,6.5,1703,3,15
"1144",2006,"Dontrelle Willis","FLA",24,12,12,34,34,0,0,223.1,0.308,234,106,96,21,83,160,4.31,3,1703,4,15
"1145",2007,"Dontrelle Willis","FLA",25,10,15,35,35,0,0,205.1,0.318,241,131,118,29,87,146,5.13,0.9,1703,5,15
"1146",1986,"Doug Drabek","NYY",23,7,8,27,21,0,NA,131.2,0.27,126,64,60,13,50,76,4.11,1.5,1003473,1,15
"1147",1987,"Doug Drabek","PIT",24,11,12,29,28,0,NA,176.1,0.268,165,86,76,22,46,120,3.91,2.7,1003473,2,15
"1148",1988,"Doug Drabek","PIT",25,15,7,33,32,0,NA,219.1,0.256,194,83,75,21,50,127,3.62,2.4,1003473,3,15
"1149",1989,"Doug Drabek","PIT",26,14,12,35,34,0,NA,244.1,0.249,215,83,76,21,69,123,3.76,2.5,1003473,4,15
"1150",1990,"Doug Drabek","PIT",27,22,6,33,33,0,NA,231.1,0.245,190,78,71,15,56,131,3.28,4.2,1003473,5,15
"1151",1991,"Doug Drabek","PIT",28,15,14,35,35,0,NA,234.2,0.304,245,92,80,16,62,142,3.36,3.9,1003473,6,55
"1152",1992,"Doug Drabek","PIT",29,15,11,34,34,0,NA,256.2,0.262,218,84,79,17,54,177,2.97,4.8,1003473,7,55
"1153",1993,"Doug Drabek","HOU",30,9,18,34,34,0,NA,237.2,0.297,242,108,100,18,60,157,3.45,4.1,1003473,8,55
"1154",1994,"Doug Drabek","HOU",31,12,6,23,23,0,NA,164.2,0.248,132,58,52,14,45,121,3.62,2.9,1003473,9,55
"1155",1995,"Doug Drabek","HOU",32,10,9,31,31,0,NA,185,0.326,205,104,98,18,54,143,3.83,2.6,1003473,10,55
"1156",2009,"Doug Fister","SEA",25,3,4,11,10,0,0,61,0.271,63,29,28,11,15,36,5.1,0.3,9425,1,15
"1157",2010,"Doug Fister","SEA",26,6,14,28,28,0,0,171,0.302,187,85,78,13,32,93,3.65,3.3,9425,2,15
"1158",2011,"Doug Fister","- - -",27,11,13,32,31,0,0,216.1,0.272,193,76,68,11,37,146,3.02,5.4,9425,3,15
"1159",2012,"Doug Fister","DET",28,10,10,26,26,0,0,161.2,0.296,156,73,62,15,37,137,3.42,3.5,9425,4,15
"1160",2013,"Doug Fister","DET",29,14,9,33,32,0,0,208.2,0.332,229,91,85,14,44,159,3.26,4.1,9425,5,15
"1161",2014,"Doug Fister","WSN",30,16,6,25,25,0,0,164,0.262,153,52,44,18,24,98,3.93,1.5,9425,6,55
"1162",2015,"Doug Fister","WSN",31,5,7,25,15,1,0,103,0.31,120,56,48,14,24,63,4.55,0.2,9425,7,55
"1163",2016,"Doug Fister","HOU",32,12,13,32,32,0,0,180.1,0.299,195,98,93,24,62,115,4.75,0.8,9425,8,55
"1164",2017,"Doug Fister","BOS",33,5,9,18,15,0,0,90.1,0.301,87,55,49,9,38,83,3.98,1.4,9425,9,55
"1165",2018,"Doug Fister","TEX",34,1,7,12,12,0,0,66,0.291,73,40,33,11,19,40,5.25,0.4,9425,10,55
"1166",1971,"Doyle Alexander","LAD",20,6,6,17,12,0,NA,92.1,0.291,105,45,39,6,18,30,3.26,0.9,1000122,1,15
"1167",1972,"Doyle Alexander","BAL",21,6,8,35,9,2,NA,106.1,0.216,78,36,29,5,30,49,2.96,1.1,1000122,2,15
"1168",1973,"Doyle Alexander","BAL",22,12,8,29,26,0,NA,174.2,0.256,169,85,75,19,52,63,4.27,0.8,1000122,3,15
"1169",1974,"Doyle Alexander","BAL",23,6,9,30,12,0,NA,114.1,0.298,127,65,51,7,43,40,3.91,0.5,1000122,4,15
"1170",1975,"Doyle Alexander","BAL",24,8,8,32,11,1,NA,133.1,0.261,127,47,45,7,47,46,3.66,1.2,1000122,5,15
"1171",1976,"Doyle Alexander","- - -",25,13,9,30,25,0,NA,201,0.237,172,81,75,12,63,58,3.82,1.3,1000122,6,55
"1172",1977,"Doyle Alexander","TEX",26,17,11,34,34,0,NA,237,0.245,221,103,96,24,82,82,4.43,1.7,1000122,7,55
"1173",1978,"Doyle Alexander","TEX",27,9,10,31,28,0,NA,191,0.276,198,84,82,18,71,81,4.09,1.4,1000122,8,55
"1174",1979,"Doyle Alexander","TEX",28,5,7,23,18,0,NA,113.1,0.288,114,65,56,3,69,50,4.05,1.2,1000122,9,55
"1175",1980,"Doyle Alexander","ATL",29,14,11,35,35,0,NA,231.2,0.269,227,120,108,20,74,114,3.9,2.9,1000122,10,55
"1176",1981,"Doyle Alexander","SFG",30,11,7,24,24,0,NA,152.1,0.283,156,51,49,11,44,77,3.43,1.6,1000122,11,120
"1177",1982,"Doyle Alexander","NYY",31,1,7,16,11,0,NA,66.2,0.28,81,52,45,14,14,26,5.3,-0.3,1000122,12,120
"1178",1983,"Doyle Alexander","- - -",32,7,8,25,20,0,NA,145,0.282,157,76,71,20,33,63,4.38,1,1000122,13,120
"1179",1984,"Doyle Alexander","TOR",33,17,6,36,35,0,NA,261.2,0.259,238,99,91,21,59,139,3.46,5,1000122,14,120
"1180",1985,"Doyle Alexander","TOR",34,17,10,36,36,0,NA,260.2,0.283,268,105,100,28,67,142,3.83,4,1000122,15,120
"1181",1890,"Duke Esper","- - -",21,13,11,25,23,0,NA,201.2,0.326,234,137,102,2,93,88,3.61,2,1003827,1,15
"1182",1891,"Duke Esper","PHI",22,20,15,39,36,1,NA,296,0.288,302,185,117,8,121,108,3.53,3,1003827,2,15
"1183",1892,"Duke Esper","- - -",23,13,6,24,21,1,NA,178.2,0.292,189,97,72,2,70,50,3.29,1.6,1003827,3,15
"1184",1893,"Duke Esper","WAS",24,12,28,42,36,0,NA,334.1,0.331,442,277,175,14,156,78,4.85,2.9,1003827,4,15
"1185",1894,"Duke Esper","- - -",25,15,12,34,23,2,NA,217,0.328,284,195,140,9,75,49,5.05,2.6,1003827,5,15
"1186",1955,"Duke Maas","DET",26,5,6,18,16,0,NA,86.2,0.288,91,52,47,7,50,42,4.25,0.7,1007894,1,15
"1187",1956,"Duke Maas","DET",27,0,7,26,7,0,NA,63.1,0.317,81,51,46,9,32,34,4.94,-0.1,1007894,2,15
"1188",1957,"Duke Maas","DET",28,10,14,45,26,6,NA,219.1,0.261,210,92,80,23,65,116,3.71,2.9,1007894,3,15
"1189",1958,"Duke Maas","- - -",29,11,8,32,20,1,NA,156.2,0.252,142,76,67,12,49,69,3.59,2,1007894,4,15
"1190",1959,"Duke Maas","NYY",30,14,8,38,21,4,NA,138,0.291,149,82,68,14,53,67,4.09,0.8,1007894,5,15
"1191",1900,"Dummy Taylor","NYG",25,4,3,11,7,0,NA,62.1,0.317,74,31,17,0,24,16,3.47,0.5,1012867,1,15
"1192",1901,"Dummy Taylor","NYG",26,18,27,45,43,0,NA,353.1,0.3,377,193,125,8,112,136,3.4,2.5,1012867,2,15
"1193",1902,"Dummy Taylor","- - -",27,8,18,30,29,0,NA,234.2,0.286,231,115,57,4,63,95,2.88,1.9,1012867,3,15
"1194",1903,"Dummy Taylor","NYG",28,13,13,33,31,0,NA,244.2,0.335,306,143,115,6,89,94,3.4,1.8,1012867,4,15
"1195",1904,"Dummy Taylor","NYG",29,21,15,37,36,0,NA,296.1,0.244,231,100,77,6,75,138,2.51,3.8,1012867,5,15
"1196",1883,"Dupee Shaw","DET",24,10,15,26,25,0,NA,227,0.293,238,135,63,3,44,73,3.37,1.7,1011821,1,15
"1197",1884,"Dupee Shaw","- - -",25,30,33,67,66,0,NA,543.1,0.288,446,281,139,9,109,451,2.43,8.3,1011821,2,15
"1198",1885,"Dupee Shaw","PRO",26,23,26,49,49,0,NA,399.2,0.265,343,209,114,7,99,194,2.88,3.8,1011821,3,15
"1199",1886,"Dupee Shaw","WAS",27,13,31,45,44,0,NA,385.2,0.29,384,224,143,12,91,177,3.3,3.1,1011821,4,15
"1200",1887,"Dupee Shaw","WAS",28,7,13,21,20,0,NA,181.1,0.354,263,177,130,8,46,47,4.09,1.6,1011821,5,15
"1201",1913,"Dutch Leonard","BOS",21,14,17,42,28,1,NA,259.1,0.294,245,108,69,0,94,144,2.53,3.7,1007532,1,15
"1202",1914,"Dutch Leonard","BOS",22,19,5,36,25,3,NA,224.2,0.229,139,34,24,3,60,176,1.84,4.7,1007532,2,15
"1203",1915,"Dutch Leonard","BOS",23,15,7,32,21,0,NA,183.1,0.241,130,57,48,3,67,116,2.45,2.3,1007532,3,15
"1204",1916,"Dutch Leonard","BOS",24,18,12,48,34,6,NA,274,0.285,244,87,72,6,66,144,2.36,4,1007532,4,15
"1205",1917,"Dutch Leonard","BOS",25,16,17,37,36,1,NA,294.1,0.268,257,90,71,4,72,144,2.24,4.6,1007532,5,15
"1206",1918,"Dutch Leonard","BOS",26,8,6,16,16,0,NA,125.2,0.27,119,51,38,0,53,47,2.79,1.1,1007532,6,55
"1207",1919,"Dutch Leonard","DET",27,14,13,29,28,0,NA,217.1,0.282,212,89,67,7,65,102,2.96,2.8,1007532,7,55
"1208",1920,"Dutch Leonard","DET",28,10,17,28,27,0,NA,191.1,0.294,192,107,92,8,63,76,3.61,2.1,1007532,8,55
"1209",1921,"Dutch Leonard","DET",29,11,13,36,32,1,NA,245,0.304,273,125,102,15,63,120,3.81,3.4,1007532,9,55
"1210",1924,"Dutch Leonard","DET",32,3,2,9,7,1,NA,51.1,0.364,68,32,26,1,18,26,3.39,1,1007532,10,55
"1211",1984,"Dwight Gooden","NYM",19,17,9,31,31,0,NA,218,0.296,161,72,63,7,73,276,1.69,8.3,1004852,1,15
"1212",1985,"Dwight Gooden","NYM",20,24,4,35,35,0,NA,276.2,0.259,198,51,47,13,69,268,2.13,8.9,1004852,2,15
"1213",1986,"Dwight Gooden","NYM",21,17,6,33,33,0,NA,250,0.25,197,92,79,17,80,200,3.06,4.8,1004852,3,15
"1214",1987,"Dwight Gooden","NYM",22,15,7,25,25,0,NA,179.2,0.293,162,68,64,11,53,148,2.94,4.5,1004852,4,15
"1215",1988,"Dwight Gooden","NYM",23,18,9,34,34,0,NA,248.1,0.301,242,98,88,8,57,175,2.54,6,1004852,5,15
"1216",1989,"Dwight Gooden","NYM",24,9,4,19,17,1,NA,118.1,0.249,93,42,38,9,47,101,3.29,1.8,1004852,6,55
"1217",1990,"Dwight Gooden","NYM",25,19,7,34,34,0,NA,232.2,0.325,229,106,99,10,70,223,2.44,6.8,1004852,7,55
"1218",1991,"Dwight Gooden","NYM",26,13,7,27,27,0,NA,190,0.305,185,80,76,12,56,150,3.03,4,1004852,8,55
"1219",1992,"Dwight Gooden","NYM",27,10,13,31,31,0,NA,206,0.293,197,93,84,11,70,145,3.13,3.5,1004852,9,55
"1220",1993,"Dwight Gooden","NYM",28,12,15,29,29,0,NA,208.2,0.273,188,89,80,16,61,149,3.56,3.7,1004852,10,55
"1221",1994,"Dwight Gooden","NYM",29,3,4,7,7,0,NA,41.1,0.316,46,32,29,9,15,40,5.19,0.1,1004852,11,120
"1222",1996,"Dwight Gooden","NYY",31,11,7,29,29,0,NA,170.2,0.292,169,101,95,19,88,126,4.85,2.1,1004852,12,120
"1223",1997,"Dwight Gooden","NYY",32,9,5,20,19,0,NA,106.1,0.307,116,61,58,14,53,66,5.27,0.4,1004852,13,120
"1224",1998,"Dwight Gooden","CLE",33,8,6,23,23,0,NA,134,0.288,135,59,56,13,51,83,4.5,1.8,1004852,14,120
"1225",1999,"Dwight Gooden","CLE",34,3,4,26,22,0,NA,115,0.311,127,90,80,18,67,88,5.62,0.5,1004852,15,120
"1226",1911,"Earl Hamilton","SLB",19,5,12,32,17,0,NA,177,0.296,191,103,78,4,69,55,3.61,0.4,1005273,1,15
"1227",1912,"Earl Hamilton","SLB",20,11,14,41,26,2,NA,249.2,0.286,228,117,90,2,86,139,2.87,3,1005273,2,15
"1228",1913,"Earl Hamilton","SLB",21,13,12,31,24,1,NA,217.1,0.275,197,95,62,3,83,101,2.95,1.8,1005273,3,15
"1229",1914,"Earl Hamilton","SLB",22,17,18,44,35,2,NA,302.1,0.26,265,111,84,5,100,111,2.91,2,1005273,4,15
"1230",1915,"Earl Hamilton","SLB",23,9,17,35,27,0,NA,204,0.28,203,98,65,4,69,63,3.06,1.1,1005273,5,15
"1231",1901,"Earl Moore","CLE",21,16,14,31,30,0,NA,251.1,0.274,234,129,81,4,107,99,3.62,2.1,1009103,1,15
"1232",1902,"Earl Moore","CLE",22,17,17,36,34,1,NA,293,0.285,304,158,96,8,101,84,3.48,2.1,1009103,2,15
"1233",1903,"Earl Moore","CLE",23,19,9,29,27,1,NA,247.2,0.263,196,88,48,0,62,148,2.31,3.9,1009103,3,15
"1234",1904,"Earl Moore","CLE",24,12,11,26,24,0,NA,227.2,0.268,186,83,57,2,61,139,2.11,2.9,1009103,4,15
"1235",1905,"Earl Moore","CLE",25,15,15,31,30,0,NA,269,0.265,232,111,79,6,92,131,2.86,1.3,1009103,5,15
"1236",1928,"Ed Brandt","BSN",23,9,21,38,31,0,NA,225.1,0.272,234,141,127,22,109,84,4.97,-0.2,1001348,1,15
"1237",1929,"Ed Brandt","BSN",24,8,13,26,21,0,NA,167.2,0.301,196,111,103,12,83,50,5.07,0.7,1001348,2,15
"1238",1930,"Ed Brandt","BSN",25,4,11,41,13,1,NA,147.1,0.296,168,88,82,15,59,65,5.14,0.7,1001348,3,15
"1239",1931,"Ed Brandt","BSN",26,18,11,33,29,2,NA,250,0.261,228,94,81,11,77,112,3.76,2.9,1001348,4,15
"1240",1932,"Ed Brandt","BSN",27,16,16,35,31,1,NA,254,0.285,271,122,112,11,57,79,3.69,2.8,1001348,5,15
"1241",1933,"Ed Brandt","BSN",28,18,14,41,32,4,NA,287.2,0.254,256,85,83,10,77,104,3.36,2.9,1001348,6,55
"1242",1934,"Ed Brandt","BSN",29,16,14,40,28,5,NA,255,0.27,249,111,100,13,83,106,3.98,2.2,1001348,7,55
"1243",1935,"Ed Brandt","BSN",30,5,19,29,25,0,NA,174.2,0.325,224,110,97,12,66,61,4.4,0.5,1001348,8,55
"1244",1936,"Ed Brandt","BRO",31,11,13,38,29,2,NA,234,0.283,246,105,91,14,65,104,4.04,3,1001348,9,55
"1245",1937,"Ed Brandt","PIT",32,11,10,33,25,2,NA,176.1,0.279,177,73,61,11,67,74,4.18,1.5,1001348,10,55
"1246",1974,"Ed Figueroa","CAL",25,2,8,25,12,0,NA,105.1,0.319,119,46,43,3,36,49,3.16,1.4,1004037,1,15
"1247",1975,"Ed Figueroa","CAL",26,16,13,33,32,0,NA,244.2,0.258,213,96,79,14,84,139,3.29,4.2,1004037,2,15
"1248",1976,"Ed Figueroa","NYY",27,19,10,34,34,0,NA,256.2,0.263,237,101,86,13,94,119,3.5,3.1,1004037,3,15
"1249",1977,"Ed Figueroa","NYY",28,16,11,32,32,0,NA,239.1,0.262,228,102,95,19,75,104,3.88,3.3,1004037,4,15
"1250",1978,"Ed Figueroa","NYY",29,20,9,35,35,0,NA,253,0.25,233,96,84,22,77,92,3.94,2.5,1004037,5,15
"1251",1974,"Ed Halicki","SFG",23,1,8,16,11,0,NA,74.1,0.29,84,49,35,6,31,40,3.88,0.5,1005228,1,15
"1252",1975,"Ed Halicki","SFG",24,9,13,24,23,0,NA,159.2,0.299,143,76,62,6,59,153,2.32,4.4,1005228,2,15
"1253",1976,"Ed Halicki","SFG",25,12,14,31,30,0,NA,186.1,0.284,171,86,75,10,61,130,2.95,3.3,1005228,3,15
"1254",1977,"Ed Halicki","SFG",26,16,12,37,37,0,NA,257.2,0.266,241,105,95,27,70,168,3.69,3.3,1005228,4,15
"1255",1978,"Ed Halicki","SFG",27,9,10,29,28,1,NA,199,0.238,166,74,63,11,45,105,3.03,3.3,1005228,5,15
"1256",1906,"Ed Karger","- - -",23,7,19,31,22,1,NA,219.2,0.284,214,96,64,0,52,81,2.34,2.7,1006699,1,15
"1257",1907,"Ed Karger","STL",24,15,19,39,32,1,NA,314,0.254,257,100,71,2,65,137,2.01,5.1,1006699,2,15
"1258",1908,"Ed Karger","STL",25,4,9,22,15,0,NA,141.1,0.287,148,77,48,1,50,34,2.77,0.7,1006699,3,15
"1259",1909,"Ed Karger","- - -",26,6,5,21,11,0,NA,102.1,0.269,97,51,41,0,52,25,3.25,-0.3,1006699,4,15
"1260",1910,"Ed Karger","BOS",27,11,7,27,25,1,NA,183.1,0.265,162,75,65,5,53,81,2.66,1.6,1006699,5,15
"1261",1903,"Ed Killian","CLE",26,3,4,9,8,0,NA,61.2,0.278,61,24,17,1,13,18,3.01,0.3,1006908,1,15
"1262",1904,"Ed Killian","DET",27,14,20,40,34,1,NA,331.2,0.265,293,118,90,0,93,124,2.51,2.5,1006908,2,15
"1263",1905,"Ed Killian","DET",28,23,14,39,37,0,NA,313.1,0.254,263,108,79,0,102,110,2.8,2.4,1006908,3,15
"1264",1906,"Ed Killian","DET",29,10,6,21,16,2,NA,149.2,0.306,165,71,57,0,54,47,2.82,0.9,1006908,4,15
"1265",1907,"Ed Killian","DET",30,25,13,41,34,1,NA,314,0.265,286,103,62,2,91,96,2.52,2.4,1006908,5,15
"1266",1944,"Ed Lopat","CHW",26,11,10,27,25,0,NA,210,0.274,217,96,76,12,59,75,3.44,2.1,1007748,1,15
"1267",1945,"Ed Lopat","CHW",27,10,13,26,24,1,NA,199.1,0.299,226,101,91,8,56,74,3.25,2.6,1007748,2,15
"1268",1946,"Ed Lopat","CHW",28,13,13,29,29,0,NA,231,0.254,216,80,70,18,48,89,3.26,2.9,1007748,3,15
"1269",1947,"Ed Lopat","CHW",29,16,13,31,31,0,NA,252.2,0.265,241,88,79,17,73,109,3.4,3.8,1007748,4,15
"1270",1948,"Ed Lopat","NYY",30,17,11,33,31,0,NA,226.2,0.291,246,106,92,16,66,83,3.74,3.6,1007748,5,15
"1271",1949,"Ed Lopat","NYY",31,15,10,31,30,1,NA,215.1,0.273,222,93,78,19,69,70,4.04,2.5,1007748,6,55
"1272",1950,"Ed Lopat","NYY",32,18,8,35,32,1,NA,236.1,0.268,244,110,91,19,65,72,3.9,3.7,1007748,7,55
"1273",1951,"Ed Lopat","NYY",33,21,9,31,31,0,NA,234.2,0.251,209,86,76,12,71,93,3.3,4.1,1007748,8,55
"1274",1952,"Ed Lopat","NYY",34,10,5,20,19,0,NA,149.1,0.24,127,47,42,11,53,56,3.74,1.2,1007748,9,55
"1275",1953,"Ed Lopat","NYY",35,16,4,25,24,0,NA,178.1,0.251,169,58,48,13,32,50,3.58,2.4,1007748,10,55
"1276",1884,"Ed Morris","COL",21,34,13,52,52,0,NA,429.2,0.267,335,159,104,3,51,302,2.31,6.5,1009204,1,15
"1277",1885,"Ed Morris","PIT",22,39,24,63,63,0,NA,581,0.253,459,245,152,5,101,298,2.49,6.9,1009204,2,15
"1278",1886,"Ed Morris","PIT",23,41,20,64,63,1,NA,555.1,0.266,455,244,151,5,118,326,2.68,7.6,1009204,3,15
"1279",1887,"Ed Morris","PIT",24,14,22,38,38,0,NA,317.2,0.31,375,225,152,13,71,91,3.91,2.7,1009204,4,15
"1280",1888,"Ed Morris","PIT",25,29,23,55,55,0,NA,480,0.275,470,216,123,7,74,135,2.75,3.3,1009204,5,15
"1281",1905,"Ed Reulbach","CHC",22,18,14,34,29,1,NA,291.2,0.236,208,71,46,1,73,152,2.27,4.4,1010850,1,15
