Season,Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
2019,Manuel Alvarez,CLE,LEVEL,23,4,1,2.900828733,30,0,0,0,9,2,,40.1,180,30,22,13,3,28,1,1,13,0,47,sa3005410
2018,Carlos Sano,SFG,LEVEL,25,0,0,0,2,0,0,0,1,0,,5,16,1,0,0,0,0,0,0,0,0,7,sa3005415
2018,Connor Strain,LAD,LEVEL,23,2,0,1.402595561,16,0,0,0,0,1,,25.2,104,20,5,4,1,12,0,0,7,0,21,sa3005420
2018,Jacob Condra-Bogan,KCR,LEVEL,23,1,1,2.076923077,16,0,0,0,5,1,,26,99,18,9,6,2,2,0,0,2,0,39,sa3005422
2018,Darien Nunez,LAD,LEVEL,25,1,2,2.670332637,17,0,0,0,2,2,,30.1,129,28,9,9,2,12,0,2,1,0,46,sa3005427
2019,Brayan Bello,BOS,LEVEL,20,5,10,5.430579525,25,25,0,0,0,0,,117.2,526,135,77,71,9,38,0,9,5,1,119,sa3005436
2019,Luis Nova,PIT,LEVEL,21,4,2,4.390243902,9,9,0,0,0,0,,41,178,44,28,20,6,9,0,3,2,1,37,sa3005462
2019,Yohanse Morel,KCR,LEVEL,18,2,6,6.019111936,14,11,0,0,1,0,,52.1,248,64,48,35,7,21,0,9,11,0,57,sa3005685
2019,Efrain Contreras,SDP,LEVEL,19,6,6,3.61093128,25,23,0,0,0,0,,109.2,455,97,49,44,12,32,0,6,15,1,121,sa3005692
2019,Ronny Henriquez,TEX,LEVEL,19,6,6,4.5,21,19,0,0,0,0,,82,357,91,50,41,6,27,0,3,4,0,99,sa3005835
2018,Daysbel Hernandez,ATL,LEVEL,21,1,0,3.328771733,13,0,0,0,1,0,,24.1,102,15,9,9,0,15,0,0,4,1,26,sa3006065
2019,Miguel Suero,BOS,LEVEL,22,0,2,6.967764657,4,0,0,0,0,1,,10.1,47,13,8,8,2,5,0,0,0,0,10,sa3006066
2019,Jesus Gonzalez,SDP,LEVEL,18,1,0,1.8,1,1,0,0,0,0,,5,17,2,1,1,0,1,0,0,0,0,2,sa3006069
2018,Doug Still,SFG,LEVEL,22,0,0,3,2,0,0,0,0,0,,3,14,5,1,1,0,1,1,0,0,0,1,sa3006095
2018,Garrett Suchey,KCR,LEVEL,23,2,2,1.363636364,21,0,0,0,1,2,,33,130,27,8,5,2,4,0,1,5,0,30,sa3006097
2019,Valente Bellozo,HOU,LEVEL,19,0,1,2.769230769,3,1,0,0,1,1,,13,53,10,4,4,0,2,0,3,0,0,11,sa3006119
2019,Carlos Guarate,SDP,LEVEL,18,0,0,2.25,1,1,0,0,0,0,,4,17,5,1,1,0,1,0,0,1,1,5,sa3006127
2019,Emilio Marquez,KCR,LEVEL,21,0,1,2.454543167,1,0,0,0,0,0,,3.2,17,5,1,1,0,1,0,0,0,1,4,sa3006145
2019,Michel Gelabert,ARI,LEVEL,22,3,2,2.956202322,10,10,0,0,0,0,,45.2,186,32,24,15,3,19,0,4,4,0,47,sa3006153
2019,Freddy Pacheco,STL,LEVEL,21,1,4,4.115851265,41,0,0,0,3,5,,54.2,261,38,29,25,0,56,1,3,13,1,90,sa3006164
2019,Deivy Florido,SEA,LEVEL,18,2,3,4.95,10,6,0,0,0,1,,40,176,51,29,22,6,7,0,1,0,0,27,sa3006380
2019,Josias De Los Santos,SEA,LEVEL,19,4,8,4.973700562,22,17,0,0,1,0,,101.1,438,101,62,56,13,39,1,2,13,2,83,sa3006508
2019,Yaramil Hiraldo,ARI,LEVEL,23,2,1,1.079997816,7,0,0,0,0,0,,16.2,66,12,4,2,0,4,0,0,0,2,11,sa3006562
2019,Sebastian Tabata,STL,LEVEL,21,3,4,9.304060049,40,0,0,0,5,3,,49.1,257,50,57,51,6,55,0,8,13,2,49,sa3006576
2019,Ryan Campbell,CIN,LEVEL,23,1,1,5.108122064,7,0,0,0,0,0,,12.1,57,15,9,7,0,5,0,1,2,0,14,sa3006636
2018,Andrew Perez,CHW,LEVEL,20,0,0,2.88,16,0,0,0,1,0,,25,111,21,11,8,0,13,1,5,2,0,24,sa3006640
2019,Andrew Perez,CHW,LEVEL,21,0,3,2.25,19,0,0,0,2,0,,36,158,38,10,9,1,12,2,0,3,0,52,sa3006640
2019,Nick Rodriguez,SEA,LEVEL,23,0,0,22.5,2,0,0,0,0,0,,2,15,7,5,5,1,1,0,1,0,0,1,sa3006646
2019,Brian Sharp,NYM,LEVEL,22,0,0,4.5,2,0,0,0,0,0,,2,12,3,1,1,0,2,0,1,1,0,2,sa3006663
2019,Tim Millard,LAA,LEVEL,24,0,0,0,1,0,0,0,0,0,,0.1,3,2,0,0,0,0,0,0,0,0,0,sa3006687
2019,Cobi Johnson,TOR,LEVEL,23,3,9,5.237456323,25,16,0,0,0,1,,99.2,439,84,66,58,13,56,1,10,16,1,95,sa3006693
2019,Trey Turner,WSN,LEVEL,23,1,3,3.796880997,16,0,0,0,0,0,,21.1,96,17,10,9,1,14,1,2,5,0,35,sa3006696
2019,C.J. Eldred,KCR,LEVEL,24,0,7,5.924050633,24,3,0,0,2,0,,79,363,112,64,52,10,14,0,4,7,1,65,sa3006697
2018,Andrew Wantz,LAA,LEVEL,22,1,2,3.705882353,14,0,0,0,0,1,,17,73,11,8,7,2,12,0,0,2,0,35,sa3006703
2019,Ben Morrison,LAA,LEVEL,24,2,1,0.692307692,16,0,0,0,3,1,,26,100,13,2,2,0,8,0,0,2,0,34,sa3006705
2019,Grant Anderson,TEX,LEVEL,22,7,4,3.217618361,37,0,0,0,8,7,,64.1,275,56,29,23,1,24,2,6,3,0,50,sa3006706
2018,Grant Anderson,SEA,LEVEL,21,1,0,0,1,0,0,0,0,0,,2,6,0,0,0,0,0,0,0,0,0,4,sa3006706
2019,Connor Curlis,CIN,LEVEL,22,4,6,3.162162162,17,13,0,0,0,0,,74,325,68,35,26,9,32,0,3,1,1,72,sa3006707
2019,Trevor McKenna,ARI,LEVEL,23,0,0,0,1,0,0,0,0,0,,1,4,0,0,0,0,2,0,0,0,0,2,sa3006709
2019,Zac Susi,PIT,LEVEL,22,0,1,27.00026956,1,0,0,0,0,1,,0.1,3,2,2,1,0,0,0,0,0,0,0,sa3006722
2019,Will McAffer,TOR,LEVEL,22,4,3,4.339285714,31,0,0,0,1,2,,56,254,42,30,27,4,39,0,6,4,0,70,sa3006757
2019,Shea Murray,PIT,LEVEL,25,0,0,2.571428571,8,0,0,0,0,0,,7,29,4,2,2,0,5,0,2,4,0,10,sa3006760
2019,Logan Stoelke,PIT,LEVEL,23,0,2,5.25,11,0,0,0,4,0,,12,46,8,8,7,3,4,0,0,1,0,13,sa3006762
2018,Logan Stoelke,PIT,LEVEL,22,0,0,0,3,0,0,0,1,0,,2.1,8,0,0,0,0,1,0,0,0,0,4,sa3006762
2018,J.T. Hintzen,MIL,LEVEL,22,3,1,3.220186304,15,1,0,0,1,2,,36.1,151,32,16,13,2,10,1,2,3,0,41,sa3006763
2019,Colten Schmidt,COL,LEVEL,23,6,4,2.177426375,18,17,1,1,0,0,,103.1,418,97,30,25,6,12,0,6,1,0,107,sa3006765
2019,Jake Lee,LAA,LEVEL,24,1,0,3.272727273,3,2,0,0,0,0,,11,40,8,4,4,2,0,0,0,0,0,15,sa3006766
2019,Ethan Larrison,ARI,LEVEL,23,3,0,2.885494083,27,0,0,0,4,1,,43.2,187,41,15,14,2,15,0,4,5,0,50,sa3006767
2019,Alan Strong,TBR,LEVEL,22,10,4,2.849611736,22,18,0,0,0,0,,126.1,513,114,46,40,12,24,1,3,6,0,109,sa3006768
2018,Kyler Stout,ARI,LEVEL,23,2,2,3,15,0,0,0,5,1,,21,86,17,10,7,0,9,3,0,6,0,31,sa3006769
2019,Shelby Lackey,COL,LEVEL,21,3,10,5.471778966,21,21,0,0,0,0,,100.1,459,108,74,61,13,39,0,14,15,0,113,sa3006771
2018,Simon Rosenblum-Larson,TBR,LEVEL,21,0,2,2.547164953,9,0,0,0,3,0,,17.2,68,8,7,5,1,5,0,1,2,0,29,sa3006772
2019,Lane Ramsey,CHW,LEVEL,22,4,6,2.751594028,31,0,0,0,4,5,,52.1,228,42,32,16,2,20,0,5,14,0,44,sa3006774
2019,Wyatt Burns,CHW,LEVEL,24,2,2,5.823529412,10,0,0,0,1,0,,17,83,17,16,11,0,14,1,0,2,0,14,sa3006776
2019,Jonathan Ortega,BOS,LEVEL,22,1,0,0,1,0,0,0,0,0,,3,12,3,2,0,0,0,0,0,0,0,0,sa3006790
2019,Tyler Depreta-Johnson,TEX,LEVEL,23,1,0,0,2,0,0,0,1,0,,3,11,2,2,0,0,0,0,0,0,0,2,sa3006792
2019,Andres Nunez,KCR,LEVEL,23,3,2,2.20754717,26,0,0,0,2,2,,53,217,46,18,13,3,12,2,4,6,0,68,sa3006796
2019,Eli Lingos,CLE,LEVEL,23,3,4,3.661018275,30,10,0,0,1,0,,98.1,402,84,44,40,9,27,0,0,8,0,95,sa3006798
2019,Matt Frisbee,SFG,LEVEL,22,0,1,2.8125,4,2,0,0,0,0,,16,63,11,5,5,3,6,0,1,2,0,23,sa3006801
2019,Cole Uvila,TEX,LEVEL,25,2,0,0,3,0,0,0,1,0,,7,24,3,1,0,0,1,0,0,0,0,10,sa3006804
2019,Kyle Tyler,LAA,LEVEL,22,7,1,2.638445072,21,16,2,1,2,0,,102.1,407,72,34,30,8,35,0,1,5,0,87,sa3006805
2019,Taylor Varnell,CHW,LEVEL,24,7,4,3.226415094,20,20,0,0,0,0,,106,437,86,44,38,5,34,0,8,10,0,115,sa3006806
2019,Connor Higgins,LAA,LEVEL,22,3,2,0.457626335,12,0,0,0,3,0,,19.2,86,12,9,1,0,12,0,1,1,0,26,sa3006808
2019,Michael Baird,STL,LEVEL,23,0,1,1.542852687,4,3,0,0,0,0,,11.2,50,11,2,2,0,3,0,0,1,0,14,sa3006810
2019,Chris Muller,TBR,LEVEL,23,2,5,2.875741268,31,1,0,0,4,2,,56.1,237,39,26,18,4,26,0,1,14,1,87,sa3006811
2019,Devon Perez,CHW,LEVEL,23,1,2,3.195268075,21,2,0,0,3,2,,56.1,228,47,24,20,5,15,0,2,3,0,55,sa3006812
2019,Brett de Geus,LAD,LEVEL,21,4,2,2.347823507,19,0,0,0,4,0,,30.2,115,17,11,8,0,6,0,2,3,0,36,sa3006813
2019,Justin Bruihl,LAD,LEVEL,22,4,0,0.786408495,21,0,0,0,2,1,,34.1,134,23,5,3,0,8,0,2,5,0,42,sa3006814
2019,Adrian Del Moral,ARI,LEVEL,20,4,3,3.085715967,12,12,0,0,0,0,,58.1,242,58,27,20,1,16,0,4,2,0,42,sa3006816
2019,Julio Robaina,HOU,LEVEL,18,0,1,0,2,0,0,0,1,1,,5.2,26,2,2,0,0,8,0,0,1,0,6,sa3006817
2019,Joey Pulido,TOR,LEVEL,23,2,4,6.075,23,0,0,0,0,1,,40,177,41,29,27,7,20,0,2,3,0,37,sa3006819
2018,Nick Sandlin,CLE,LEVEL,21,0,0,1.741941164,10,0,0,0,1,0,,10.1,38,9,2,2,0,0,0,0,0,0,15,sa3006820
2019,Aaron Pinto,CLE,LEVEL,22,5,1,1.136840896,17,0,0,0,2,1,,31.2,130,29,7,4,0,7,0,0,2,0,38,sa3006823
2019,Alex Royalty,CLE,LEVEL,22,6,9,4.540540541,25,24,2,0,0,0,,111,497,110,65,56,7,49,0,21,11,3,100,sa3006825
2018,Adam Scott,CLE,LEVEL,22,0,1,2.454545455,5,0,0,0,0,0,,11,44,10,3,3,1,1,0,0,0,0,15,sa3006826
2019,Tyler Smith,LAA,LEVEL,23,5,3,5.046724474,23,0,0,0,6,2,,35.2,153,33,23,20,3,12,0,5,2,0,40,sa3006828
2019,Dallas Litscher,BAL,LEVEL,23,2,2,4.5,7,6,0,0,0,0,,34,152,35,20,17,3,15,0,2,6,0,43,sa3006830
2019,Cam Alldred,PIT,LEVEL,22,4,1,4.2,39,0,0,0,3,1,,60,257,59,28,28,6,24,0,5,7,0,63,sa3006833
2018,Cam Alldred,PIT,LEVEL,21,0,1,3.857148506,2,0,0,0,0,1,,2.1,12,4,2,1,0,1,0,0,0,0,2,sa3006833
2018,Gabe Mosser,SDP,LEVEL,22,1,1,0,3,0,0,0,0,0,,12,48,8,1,0,0,3,0,0,0,0,18,sa3006834
2019,Gabe Mosser,SDP,LEVEL,23,4,5,4.25,14,14,0,0,0,0,,72,309,80,42,34,4,12,0,3,4,1,76,sa3006834
2019,Miguel Ausua,COL,LEVEL,22,0,2,7.105266724,2,1,0,0,0,0,,6.1,32,10,8,5,2,2,0,0,1,0,4,sa3006835
2019,Tyler Joyner,BAL,LEVEL,23,5,0,1.983050847,23,0,0,0,8,1,,59,230,36,16,13,2,19,0,1,6,0,59,sa3006836
2019,Austin Conway,CHW,LEVEL,24,1,1,1.588235294,26,0,0,0,13,2,,34,136,18,8,6,2,17,1,1,3,0,48,sa3006837
2019,Ted Cillis,KCR,LEVEL,24,1,2,3.115381759,19,0,0,0,1,0,,34.2,151,39,18,12,3,8,0,1,2,0,21,sa3006838
2019,Tanner Howell,MIN,LEVEL,24,0,1,3.176468806,5,0,0,0,2,0,,5.2,28,3,3,2,0,7,1,1,1,0,1,sa3006839
2018,Matt Eagle,LAA,LEVEL,22,0,0,5.399997425,4,0,0,0,0,0,,6.2,28,8,4,4,3,2,0,0,0,0,9,sa3006841
2018,Jameson McGrane,MIA,LEVEL,26,0,0,27,1,0,0,0,0,0,,1,9,3,3,3,0,3,0,0,0,0,1,sa3006843
2019,Matt Leon,LAA,LEVEL,23,2,0,6.3,9,0,0,0,0,0,,20,96,28,15,14,4,11,0,1,2,0,22,sa3006844
2019,Korby Batesole,BOS,LEVEL,23,0,0,0,2,0,0,0,0,0,,2,9,2,0,0,0,1,0,0,0,0,0,sa3006847
2019,Michael Mediavilla,MIL,LEVEL,23,0,0,0.915252669,16,0,0,0,2,0,,19.2,72,11,3,2,1,2,0,0,1,0,20,sa3006944
2019,Cason Sherrod,MIA,LEVEL,23,0,0,0,3,0,0,0,1,0,,4,14,2,0,0,0,0,0,0,0,0,2,sa3006945
2019,Reagan Todd,COL,LEVEL,23,2,0,0.710524426,11,0,0,0,0,0,,12.2,50,9,1,1,1,3,0,0,0,0,18,sa3006946
2019,Peter Strzelecki,MIL,LEVEL,24,0,1,3.223878303,31,0,0,0,3,0,,44.2,186,44,18,16,4,13,0,1,4,0,47,sa3006947
2019,Yaya Chentouf,DET,LEVEL,22,3,6,3.857144588,43,0,0,0,5,5,,79.1,342,88,45,34,2,22,3,4,7,0,54,sa3006950
2019,Solomon Bates,SFG,LEVEL,22,4,3,3.807692308,13,0,0,0,0,2,,26,108,29,12,11,4,3,1,0,2,1,41,sa3006951
2018,Reiss Knehr,SDP,LEVEL,21,0,1,4.021267947,8,1,0,0,0,1,,15.2,69,14,8,7,1,7,0,3,1,0,20,sa3006952
2019,Trey Cumbie,TBR,LEVEL,22,2,1,3.06185868,17,0,0,0,4,1,,32.1,143,28,14,11,3,18,0,1,5,0,50,sa3006954
2019,Jojanse Torres,HOU,LEVEL,23,3,0,0.5625,7,1,0,0,0,0,,16,65,9,1,1,1,8,0,1,0,0,26,sa3006955
2019,Austin Hansen,HOU,LEVEL,22,4,1,0.863999341,9,7,0,0,1,0,,41.2,165,20,4,4,1,19,0,3,1,0,52,sa3006956
2018,Dylan Coleman,SDP,LEVEL,21,1,2,3.239993449,13,0,0,0,3,0,,16.2,73,14,7,6,0,9,2,0,7,0,22,sa3006957
2019,Dylan Coleman,SDP,LEVEL,22,2,1,2.131573277,9,0,0,0,0,1,,12.2,58,13,7,3,0,8,0,0,0,0,12,sa3006957
2019,Michael Plassmeyer,TBR,LEVEL,22,2,1,1.227274137,5,5,0,0,0,0,,29.1,110,21,4,4,3,7,0,2,0,1,32,sa3006962
2019,Erin Baldwin,ARI,LEVEL,23,0,1,6.845060677,10,2,0,0,0,0,,23.2,110,28,19,18,2,12,0,2,5,0,12,sa3006963
2019,Sean Rackoski,TOR,LEVEL,24,2,2,2.872340426,28,0,0,0,5,3,,47,194,36,18,15,1,18,0,0,6,0,49,sa3006964
2019,Robbie Welhaf,DET,LEVEL,24,5,7,2.690037961,18,13,0,0,0,0,,90.1,347,65,30,27,5,9,0,2,4,0,85,sa3006965
2018,Brooks Wilson,ATL,LEVEL,22,1,1,1,7,0,0,0,0,0,,9,35,7,2,1,1,3,0,1,1,0,8,sa3006966
2019,Riley Cabral,HOU,LEVEL,22,1,0,3.951224383,16,0,0,0,6,1,,27.1,119,25,13,12,0,16,0,1,2,0,26,sa3006967
2019,Keaton Winn,SFG,LEVEL,21,7,7,3.32199822,26,20,0,0,0,0,,127.1,526,123,54,47,9,26,0,5,9,1,99,sa3006968
2019,Preston White,SFG,LEVEL,22,3,4,3.465242409,34,1,0,0,0,1,,62.1,267,63,30,24,5,18,0,5,1,0,49,sa3006969
2019,Omar Cruz,SDP,LEVEL,20,2,2,2.755102041,10,10,0,0,0,0,,49,199,42,18,15,1,13,0,4,4,1,62,sa3006971
2019,Jonathan Bowlan,KCR,LEVEL,22,6,2,3.358849958,13,11,0,0,1,0,,69.2,278,55,30,26,4,10,0,8,3,1,74,sa3006973
2018,Austin Warren,LAA,LEVEL,22,0,2,3,15,0,0,0,3,0,,21,83,17,9,7,3,5,0,1,2,0,27,sa3006978
2019,Kyle Hinton,KCR,LEVEL,22,3,5,3.25862069,36,0,0,0,5,5,,58,255,38,33,21,6,41,0,4,10,2,60,sa3006981
2019,Boby Johnson,COL,LEVEL,22,1,3,5.843279423,31,0,0,0,2,3,,44.2,207,58,31,29,6,14,0,1,6,0,47,sa3006983
2019,Mike LoPresti,PIT,LEVEL,22,1,0,9.5625,15,0,0,0,1,1,,16,84,30,22,17,0,9,0,0,3,0,12,sa3006984
2019,Angel Reyes,DET,LEVEL,21,0,3,3.6,46,0,0,0,7,4,,60,267,48,26,24,4,35,1,5,6,0,64,sa3006985
2019,Conner Loeprich,PIT,LEVEL,21,3,3,4.295452218,25,3,0,0,1,1,,58.2,264,68,33,28,5,18,0,3,8,0,67,sa3006986
2018,Bryce Hensley,KCR,LEVEL,22,0,0,0,1,0,0,0,0,0,,1.1,5,1,0,0,0,0,0,0,0,0,2,sa3006988
2019,Bryce Hensley,KCR,LEVEL,23,1,3,3.046153846,15,5,0,0,1,1,,65,271,68,25,22,3,15,0,0,2,0,37,sa3006988
2019,Mike Pascoe,TOR,LEVEL,21,1,2,5.34375,21,0,0,0,0,1,,32,151,30,23,19,6,23,0,5,3,0,29,sa3006989
2019,Bryan Menendez,ARI,LEVEL,23,0,2,16.20001661,4,0,0,0,0,1,,3.1,22,7,7,6,0,3,0,0,1,0,5,sa3006990
2019,Eric Hepple,COL,LEVEL,23,0,1,9.580676403,9,0,0,0,0,0,,10.1,52,16,12,11,1,6,0,0,0,0,10,sa3006992
2018,Alex Camacho,ATL,LEVEL,21,1,0,9,1,0,0,0,0,0,,2,10,3,2,2,1,1,0,0,2,0,1,sa3006994
2019,Jake Palomaki,TBR,LEVEL,23,0,0,0,1,0,0,0,0,0,,2,6,0,0,0,0,0,0,0,0,0,0,sa3007003
2019,Zach Malis,DET,LEVEL,22,0,0,0,2,0,0,0,0,0,,2,6,0,0,0,0,0,0,0,0,0,3,sa3007025
2019,Luke Heyer,LAD,LEVEL,22,1,0,9,2,0,0,0,0,0,,3,17,7,4,3,0,3,1,0,0,0,3,sa3007042
2019,Josh Shaw,STL,LEVEL,22,0,0,81.00080869,1,0,0,0,0,0,,0.1,4,3,3,3,2,0,0,0,0,0,1,sa3007056
2019,Dean Nevarez,SEA,LEVEL,22,0,0,13.49993201,1,0,0,0,0,0,,0.2,3,1,1,1,1,0,0,0,0,0,0,sa3007073
2019,Joseph Pena,OAK,LEVEL,23,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,1,0,0,0,0,0,sa3007087
2019,Nick Ward,OAK,LEVEL,23,1,0,0,4,0,0,0,0,1,,3.2,17,5,1,0,0,1,0,0,1,0,0,sa3007089
2018,Chance Kirby,DET,LEVEL,22,0,2,4.868860528,4,4,0,0,0,0,,20.1,83,19,11,11,2,4,0,1,2,0,20,sa3007200
2019,Chance Kirby,DET,LEVEL,23,5,8,4.899191438,17,13,0,0,1,0,,82.2,343,77,47,45,12,15,1,9,2,0,61,sa3007200
2019,Sean Wymer,TOR,LEVEL,22,9,11,5.426136689,28,26,1,0,0,0,,137.2,611,173,89,83,11,36,0,11,3,0,93,sa3007204
2018,Frankie Bartow,WSN,LEVEL,21,3,2,5.323936082,15,0,0,0,3,1,,23.2,98,29,15,14,4,2,0,1,0,0,15,sa3007205
2019,Tanner Lawson,ATL,LEVEL,22,4,6,2.138614992,30,0,0,0,2,4,,67.1,273,52,24,16,3,23,0,1,4,1,65,sa3007208
2019,Jon Heasley,KCR,LEVEL,22,8,5,3.115375403,25,20,0,0,0,1,,112.2,467,93,47,39,11,34,0,8,10,0,120,sa3007211
2019,Daniel James,KCR,LEVEL,23,4,3,3.83108355,32,0,0,0,5,3,,49.1,210,35,27,21,6,24,3,5,5,1,55,sa3007217
2019,Andy Toelken,ARI,LEVEL,23,7,3,2.909484098,35,0,0,0,1,4,,77.1,310,59,32,25,2,14,0,7,6,0,58,sa3007218
2019,Leif Strom,WSN,LEVEL,22,0,0,18,4,1,0,0,0,0,,6,39,11,12,12,2,11,0,0,3,0,9,sa3007220
2019,Eli Kraus,STL,LEVEL,23,1,2,5.785714286,10,0,0,0,0,2,,14,62,15,9,9,2,5,1,2,0,0,13,sa3007221
2019,PJ Poulin,COL,LEVEL,22,3,3,2.898305085,54,0,0,0,13,3,,59,258,58,25,19,1,20,0,8,6,0,67,sa3007223
2018,Aaron Ashby,MIL,LEVEL,20,1,1,2.169644705,7,7,0,0,0,0,,37.1,155,40,9,9,1,9,0,0,1,1,47,sa3007225
2019,Aaron Ashby,MIL,LEVEL,21,3,4,3.540983607,11,10,1,0,0,0,,61,252,47,29,24,4,28,0,5,3,0,80,sa3007225
2018,Clayton Andrews,MIL,LEVEL,21,6,1,1.333333333,14,0,0,0,0,3,,27,104,14,6,4,3,5,1,3,2,0,42,sa3007226
2019,Kai-Wei Teng,SFG,LEVEL,20,3,0,1.551724138,5,5,0,0,0,0,,29,110,16,8,5,0,7,0,3,2,0,39,sa3007229
2019,Kai-Wei Teng,MIN,LEVEL,20,4,0,1.598683207,9,8,0,0,0,0,,50.2,210,40,16,9,1,14,0,5,6,0,49,sa3007229
2019,Charlie Cerny,OAK,LEVEL,22,2,5,3.566037736,38,0,0,0,8,2,,53,237,45,29,21,1,37,2,5,11,2,42,sa3007230
2019,Joey Murray,TOR,LEVEL,22,3,1,3.815213199,6,6,0,0,0,0,,30.2,131,28,15,13,3,12,0,1,0,0,40,sa3007234
2018,Robert Broom,CLE,LEVEL,21,2,1,1.173913043,17,0,0,0,2,0,,23,93,11,3,3,0,10,1,2,1,0,30,sa3007235
2019,Austin Lambright,KCR,LEVEL,24,2,0,2.426963536,17,0,0,0,1,1,,29.2,118,15,9,8,1,16,0,1,2,0,45,sa3007236
2019,Kyle Leahy,STL,LEVEL,22,4,8,3,16,16,1,0,0,0,,90,365,78,33,30,4,22,0,3,4,0,81,sa3007241
2019,Jake Miednik,CLE,LEVEL,23,3,1,2.557892015,20,0,0,0,4,1,,31.2,137,29,12,9,0,12,0,2,2,1,33,sa3007242
2019,Edgar Escobar,STL,LEVEL,22,1,2,1.363636364,24,0,0,0,5,0,,33,132,19,10,5,0,14,0,1,2,1,39,sa3007244
2019,Shawn Dubin,HOU,LEVEL,23,1,0,0.75,3,1,0,0,2,0,,12,47,7,2,1,0,4,0,1,0,0,19,sa3007248
2019,Troy Watson,TOR,LEVEL,22,6,5,3.141816962,19,15,1,0,0,0,,91.2,381,78,39,32,5,37,1,5,4,1,46,sa3007249
2018,Scott Sunitsch,MIL,LEVEL,22,3,0,1.714285714,4,4,0,0,0,0,,21,94,25,4,4,0,6,0,4,5,0,14,sa3007251
2019,Scott Sunitsch,MIL,LEVEL,23,9,11,4.615384615,24,23,0,0,0,0,,117,517,128,65,60,8,38,0,12,5,1,123,sa3007251
2019,Devin Conn,HOU,LEVEL,22,2,2,3.988634202,33,0,0,0,5,0,,58.2,259,41,31,26,0,41,0,10,11,0,67,sa3007252
2019,Ryan Tapani,WSN,LEVEL,25,5,5,3.323076923,19,5,0,0,0,4,,65,273,63,29,24,6,18,0,2,5,0,73,sa3007254
2019,William Woods,ATL,LEVEL,20,1,5,3.352941176,20,7,0,0,3,0,,51,218,38,27,19,4,29,0,2,0,0,58,sa3007256
2019,Kellen Rholl,CLE,LEVEL,23,3,5,1.62,29,0,0,0,2,0,,50,228,44,12,9,0,31,1,6,3,0,70,sa3007258
2019,Garrett Hill,DET,LEVEL,23,2,1,1.40869682,7,7,0,0,0,0,,38.1,151,19,8,6,0,13,0,4,3,0,42,sa3007259
2019,Tim Herrin,CLE,LEVEL,22,1,0,4.846153846,12,0,0,0,1,0,,26,109,22,15,14,3,12,0,1,4,0,19,sa3007262
2019,Jared Tobey,DET,LEVEL,23,1,2,1.883718716,21,0,0,0,2,2,,28.2,123,25,6,6,2,11,0,2,5,1,41,sa3007263
2019,Cody Tyler,SDP,LEVEL,24,3,2,3.267517908,29,0,0,0,3,0,,52.1,219,49,24,19,5,11,1,3,2,0,52,sa3007265
2019,Tyler Palm,MIN,LEVEL,24,3,10,4.090909091,23,17,0,0,0,0,,99,431,97,62,45,5,37,1,7,0,1,77,sa3007270
2018,JJ Santa Cruz,SFG,LEVEL,22,0,2,2.159995633,11,0,0,0,0,1,,16.2,63,12,5,4,2,2,0,1,0,0,16,sa3007274
2019,JJ Santa Cruz,SFG,LEVEL,23,6,1,2.73648825,28,0,0,0,2,0,,49.1,209,40,18,15,2,14,2,4,6,0,69,sa3007274
2019,Jerry D'Andrea,CIN,LEVEL,23,0,4,5.117647059,30,0,0,0,4,2,,51,237,46,35,29,3,32,0,7,9,1,72,sa3007275
2019,Kekai Rios,MIL,LEVEL,22,0,0,0,1,0,0,0,0,0,,1,4,0,0,0,0,0,0,0,0,0,1,sa3007282
2019,Lee Solomon,SDP,LEVEL,22,0,0,9,3,0,0,0,0,0,,3,18,6,4,3,1,2,0,1,0,0,0,sa3007293
2019,Trevor Casanova,MIN,LEVEL,23,0,0,5.399989314,1,0,0,0,0,0,,1.2,9,4,1,1,0,0,0,0,0,0,1,sa3007294
2019,Luis Alvarado,LAA,LEVEL,22,4,9,3.677753076,25,16,0,0,1,1,,100.1,430,76,50,41,11,53,0,14,15,0,108,sa3007454
2018,Brady Feigl,OAK,LEVEL,22,0,1,3,3,3,0,0,0,0,,6,24,5,2,2,1,1,0,0,1,0,7,sa3007455
2019,Ricky Salinas,CIN,LEVEL,23,4,3,4.125,15,15,0,0,0,0,,72,314,70,39,33,7,28,0,6,8,0,67,sa3007456
2019,Mason Fox,SDP,LEVEL,22,1,0,0,6,0,0,0,2,0,,8,26,3,0,0,0,0,0,0,0,0,16,sa3007460
2019,Andrew Cabezas,MIN,LEVEL,22,5,7,3.542284374,23,22,1,1,0,0,,114.1,483,95,51,45,11,40,0,15,9,2,90,sa3007461
2019,Cole Aker,STL,LEVEL,22,0,3,6.171424367,20,8,0,0,3,1,,46.2,217,31,37,32,6,46,0,6,3,1,61,sa3007462
2019,Kyle Glogoski,PHI,LEVEL,20,3,1,1.301203234,8,3,0,0,0,0,,27.2,106,14,6,4,1,8,0,1,0,0,45,sa3007464
2019,Nolan Hoffman,SEA,LEVEL,21,0,1,1.080000412,9,0,0,0,4,0,,8.1,33,4,2,1,0,4,1,0,0,0,7,sa3007471
